mjd,datetime_str,RA,DEC,V,RA_rate,DEC_rate
56730.5,2014-Mar-14 12:00,96.54362,-6.36464,18.807,44.39855,20.43216
56731.5,2014-Mar-15 12:00,96.85355,-6.22947,18.826,45.49628,20.27099
56732.5,2014-Mar-16 12:00,97.17053,-6.09539,18.845,46.57176,20.09974
56733.5,2014-Mar-17 12:00,97.49441,-5.96245,18.863,47.62578,19.91887
56734.5,2014-Mar-18 12:00,97.82505,-5.83072,18.881,48.65918,19.72881
56735.5,2014-Mar-19 12:00,98.16231,-5.70027,18.899,49.67282,19.52988
56736.5,2014-Mar-20 12:00,98.50607,-5.57115,18.917,50.66762,19.32236
56737.5,2014-Mar-21 12:00,98.85621,-5.44341,18.935,51.64444,19.10645
56738.5,2014-Mar-22 12:00,99.2126,-5.31711,18.952,52.60411,18.88228
56739.5,2014-Mar-23 12:00,99.57515,-5.19231,18.969,53.54736,18.64994
56740.5,2014-Mar-24 12:00,99.94374,-5.06906,18.986,54.47482,18.40946
56741.5,2014-Mar-25 12:00,100.31828,-4.94742,19.003,55.38694,18.16085
56742.5,2014-Mar-26 12:00,100.69866,-4.82743,19.019,56.28398,17.90412
56743.5,2014-Mar-27 12:00,101.08479,-4.70916,19.035,57.16599,17.63929
56744.5,2014-Mar-28 12:00,101.47657,-4.59266,19.052,58.03278,17.36646
56745.5,2014-Mar-29 12:00,101.87389,-4.47798,19.067,58.88397,17.0858
56746.5,2014-Mar-30 12:00,102.27666,-4.36517,19.083,59.71908,16.7976
56747.5,2014-Mar-31 12:00,102.68477,-4.25429,19.099,60.53762,16.50223
56748.5,2014-Apr-01 12:00,103.09811,-4.14537,19.114,61.33917,16.20017
56749.5,2014-Apr-02 12:00,103.51656,-4.03847,19.129,62.12349,15.8919
56750.5,2014-Apr-03 12:00,103.94003,-3.93362,19.144,62.89052,15.57793
56751.5,2014-Apr-04 12:00,104.36838,-3.83086,19.158,63.64034,15.25873
56752.5,2014-Apr-05 12:00,104.80152,-3.73022,19.173,64.37317,14.93475
56753.5,2014-Apr-06 12:00,105.23933,-3.63173,19.187,65.08931,14.60637
56754.5,2014-Apr-07 12:00,105.68171,-3.53543,19.201,65.7891,14.27395
56755.5,2014-Apr-08 12:00,106.12855,-3.44134,19.215,66.47291,13.93781
56756.5,2014-Apr-09 12:00,106.57975,-3.34948,19.229,67.14112,13.59825
56757.5,2014-Apr-10 12:00,107.03521,-3.25987,19.243,67.79412,13.25555
56758.5,2014-Apr-11 12:00,107.49482,-3.17255,19.256,68.43232,12.90999
56759.5,2014-Apr-12 12:00,107.95851,-3.08752,19.269,69.05617,12.56181
56760.5,2014-Apr-13 12:00,108.42617,-3.0048,19.282,69.66618,12.21123
56761.5,2014-Apr-14 12:00,108.89773,-2.9244,19.295,70.26292,11.85846
56762.5,2014-Apr-15 12:00,109.37308,-2.84635,19.308,70.84701,11.50364
56763.5,2014-Apr-16 12:00,109.85216,-2.77066,19.32,71.41917,11.14687
56764.5,2014-Apr-17 12:00,110.3349,-2.69734,19.333,71.98011,10.78819
56765.5,2014-Apr-18 12:00,110.82121,-2.6264,19.345,72.53056,10.4276
56766.5,2014-Apr-19 12:00,111.31105,-2.55786,19.357,73.07116,10.06503
56767.5,2014-Apr-20 12:00,111.80433,-2.49173,19.369,73.60247,9.700404
56768.5,2014-Apr-21 12:00,112.30102,-2.42802,19.381,74.12491,9.333619
56769.5,2014-Apr-22 12:00,112.80105,-2.36676,19.392,74.63872,8.964598
56770.5,2014-Apr-23 12:00,113.30436,-2.30795,19.404,75.14401,8.593287
56771.5,2014-Apr-24 12:00,113.81091,-2.25161,19.415,75.64071,8.219676
56772.5,2014-Apr-25 12:00,114.32063,-2.19776,19.426,76.12862,7.843813
56773.5,2014-Apr-26 12:00,114.83347,-2.14642,19.437,76.60743,7.465807
56774.5,2014-Apr-27 12:00,115.34938,-2.09759,19.448,77.07678,7.085834
56775.5,2014-Apr-28 12:00,115.86828,-2.05129,19.459,77.53627,6.704128
56776.5,2014-Apr-29 12:00,116.39012,-2.00753,19.469,77.98556,6.320968
56777.5,2014-Apr-30 12:00,116.91482,-1.96633,19.479,78.42439,5.93666
56778.5,2014-May-01 12:00,117.44232,-1.92768,19.49,78.85262,5.551512
56779.5,2014-May-02 12:00,117.97255,-1.8916,19.5,79.27019,5.165822
56780.5,2014-May-03 12:00,118.50544,-1.85808,19.51,79.67718,4.779865
56781.5,2014-May-04 12:00,119.04092,-1.82713,19.52,80.07372,4.393889
56782.5,2014-May-05 12:00,119.57893,-1.79875,19.529,80.45997,4.008117
56783.5,2014-May-06 12:00,120.11939,-1.77293,19.539,80.83615,3.622749
56784.5,2014-May-07 12:00,120.66225,-1.74968,19.548,81.20248,3.237973
56785.5,2014-May-08 12:00,121.20744,-1.72899,19.558,81.5592,2.853962
56786.5,2014-May-09 12:00,121.7549,-1.71085,19.567,81.90655,2.470881
56787.5,2014-May-10 12:00,122.30457,-1.69526,19.576,82.24482,2.088887
56788.5,2014-May-11 12:00,122.8564,-1.68221,19.585,82.57432,1.708119
56789.5,2014-May-12 12:00,123.41031,-1.6717,19.593,82.89546,1.328695
56790.5,2014-May-13 12:00,123.96627,-1.66371,19.602,83.20868,0.950699
56791.5,2014-May-14 12:00,124.52423,-1.65824,19.61,83.51455,0.574167
56792.5,2014-May-15 12:00,125.08413,-1.65527,19.619,83.81368,0.199083
56793.5,2014-May-16 12:00,125.64594,-1.6548,19.627,84.1067,-0.17462
56794.5,2014-May-17 12:00,126.20962,-1.65682,19.635,84.39421,-0.54706
56795.5,2014-May-18 12:00,126.77514,-1.66132,19.643,84.67671,-0.91835
56796.5,2014-May-19 12:00,127.34246,-1.66829,19.651,84.95452,-1.28862
56797.5,2014-May-20 12:00,127.91156,-1.67774,19.659,85.22785,-1.65794
56798.5,2014-May-21 12:00,128.48241,-1.68964,19.667,85.4967,-2.02638
56799.5,2014-May-22 12:00,129.05497,-1.70401,19.674,85.76098,-2.3939
56800.5,2014-May-23 12:00,129.62923,-1.72082,19.682,86.02046,-2.76046
56801.5,2014-May-24 12:00,130.20514,-1.74008,19.689,86.2749,-3.12595
56802.5,2014-May-25 12:00,130.78268,-1.76178,19.696,86.524,-3.4902
56803.5,2014-May-26 12:00,131.36181,-1.78591,19.703,86.76746,-3.85305
56804.5,2014-May-27 12:00,131.9425,-1.81246,19.71,87.00501,-4.21428
56805.5,2014-May-28 12:00,132.52469,-1.84142,19.717,87.23644,-4.57367
56806.5,2014-May-29 12:00,133.10837,-1.87278,19.724,87.4616,-4.93102
56807.5,2014-May-30 12:00,133.69348,-1.90652,19.731,87.68038,-5.2861
56808.5,2014-May-31 12:00,134.27998,-1.94262,19.737,87.89277,-5.63872
56809.5,2014-Jun-01 12:00,134.86783,-1.98108,19.744,88.09881,-5.98871
56810.5,2014-Jun-02 12:00,135.457,-2.02187,19.75,88.29857,-6.33589
56811.5,2014-Jun-03 12:00,136.04744,-2.06497,19.756,88.49216,-6.68013
56812.5,2014-Jun-04 12:00,136.63911,-2.11037,19.762,88.67973,-7.02129
56813.5,2014-Jun-05 12:00,137.23198,-2.15804,19.768,88.86142,-7.35926
56814.5,2014-Jun-06 12:00,137.82601,-2.20797,19.774,89.03738,-7.69391
56815.5,2014-Jun-07 12:00,138.42116,-2.26013,19.78,89.2078,-8.02514
56816.5,2014-Jun-08 12:00,139.0174,-2.31449,19.786,89.37289,-8.35285
56817.5,2014-Jun-09 12:00,139.61469,-2.37104,19.791,89.53293,-8.67698
56818.5,2014-Jun-10 12:00,140.21301,-2.42975,19.797,89.68825,-8.99747
56819.5,2014-Jun-11 12:00,140.81233,-2.4906,19.802,89.8393,-9.31431
56820.5,2014-Jun-12 12:00,141.41262,-2.55356,19.808,89.98659,-9.62754
56821.5,2014-Jun-13 12:00,142.01387,-2.61861,19.813,90.13071,-9.93727
56822.5,2014-Jun-14 12:00,142.61605,-2.68573,19.818,90.27226,-10.2436
56823.5,2014-Jun-15 12:00,143.21915,-2.7549,19.823,90.41174,-10.5468
56824.5,2014-Jun-16 12:00,143.82316,-2.82608,19.828,90.54952,-10.8469
56825.5,2014-Jun-17 12:00,144.42808,-2.89928,19.833,90.68581,-11.144
56826.5,2014-Jun-18 12:00,145.0339,-2.97445,19.837,90.82062,-11.4382
56827.5,2014-Jun-19 12:00,145.6406,-3.0516,19.842,90.95385,-11.7294
56828.5,2014-Jun-20 12:00,146.24818,-3.13069,19.847,91.0853,-12.0177
56829.5,2014-Jun-21 12:00,146.85664,-3.21171,19.851,91.21472,-12.3029
56830.5,2014-Jun-22 12:00,147.46596,-3.29464,19.855,91.34188,-12.5849
56831.5,2014-Jun-23 12:00,148.07612,-3.37945,19.86,91.46653,-12.8635
56832.5,2014-Jun-24 12:00,148.68711,-3.46612,19.864,91.58847,-13.1386
56833.5,2014-Jun-25 12:00,149.29892,-3.55463,19.868,91.70751,-13.41
56834.5,2014-Jun-26 12:00,149.91153,-3.64496,19.872,91.82351,-13.6776
56835.5,2014-Jun-27 12:00,150.52492,-3.73707,19.876,91.93638,-13.9412
56836.5,2014-Jun-28 12:00,151.13908,-3.83094,19.879,92.04604,-14.2007
56837.5,2014-Jun-29 12:00,151.75398,-3.92655,19.883,92.15249,-14.4559
56838.5,2014-Jun-30 12:00,152.36961,-4.02386,19.887,92.25572,-14.7069
56839.5,2014-Jul-01 12:00,152.98596,-4.12284,19.89,92.35578,-14.9533
56840.5,2014-Jul-02 12:00,153.60299,-4.22347,19.893,92.45273,-15.1952
56841.5,2014-Jul-03 12:00,154.2207,-4.32572,19.897,92.54666,-15.4325
56842.5,2014-Jul-04 12:00,154.83907,-4.42955,19.9,92.63766,-15.665
56843.5,2014-Jul-05 12:00,155.45809,-4.53494,19.903,92.72584,-15.8928
56844.5,2014-Jul-06 12:00,156.07774,-4.64184,19.906,92.81134,-16.1157
56845.5,2014-Jul-07 12:00,156.698,-4.75024,19.909,92.89434,-16.3337
56846.5,2014-Jul-08 12:00,157.31887,-4.86009,19.912,92.97507,-16.5469
56847.5,2014-Jul-09 12:00,157.94033,-4.97136,19.915,93.05386,-16.7551
56848.5,2014-Jul-10 12:00,158.56238,-5.08403,19.917,93.13113,-16.9585
56849.5,2014-Jul-11 12:00,159.18502,-5.19805,19.92,93.20738,-17.1572
56850.5,2014-Jul-12 12:00,159.80823,-5.31341,19.922,93.28317,-17.3513
56851.5,2014-Jul-13 12:00,160.43203,-5.43006,19.925,93.35902,-17.541
56852.5,2014-Jul-14 12:00,161.05643,-5.54798,19.927,93.43538,-17.7264
56853.5,2014-Jul-15 12:00,161.68142,-5.66714,19.929,93.51248,-17.9077
56854.5,2014-Jul-16 12:00,162.30702,-5.78752,19.931,93.59041,-18.085
56855.5,2014-Jul-17 12:00,162.93325,-5.90909,19.933,93.66908,-18.2582
56856.5,2014-Jul-18 12:00,163.5601,-6.03181,19.935,93.7483,-18.4273
56857.5,2014-Jul-19 12:00,164.18759,-6.15568,19.937,93.82784,-18.5923
56858.5,2014-Jul-20 12:00,164.81573,-6.28064,19.939,93.90747,-18.753
56859.5,2014-Jul-21 12:00,165.44451,-6.40669,19.941,93.98696,-18.9092
56860.5,2014-Jul-22 12:00,166.07394,-6.53378,19.942,94.06613,-19.061
56861.5,2014-Jul-23 12:00,166.70403,-6.66188,19.944,94.1448,-19.2082
56862.5,2014-Jul-24 12:00,167.33477,-6.79097,19.945,94.22283,-19.3506
56863.5,2014-Jul-25 12:00,167.96617,-6.92102,19.947,94.30012,-19.4881
56864.5,2014-Jul-26 12:00,168.59822,-7.05199,19.948,94.37657,-19.6208
56865.5,2014-Jul-27 12:00,169.23092,-7.18384,19.949,94.4521,-19.7484
56866.5,2014-Jul-28 12:00,169.86428,-7.31655,19.95,94.52667,-19.8709
56867.5,2014-Jul-29 12:00,170.49829,-7.45008,19.951,94.60026,-19.9882
56868.5,2014-Jul-30 12:00,171.13296,-7.58439,19.952,94.67286,-20.1002
56869.5,2014-Jul-31 12:00,171.76827,-7.71945,19.953,94.74448,-20.2069
56870.5,2014-Aug-01 12:00,172.40422,-7.85523,19.954,94.81515,-20.3082
56871.5,2014-Aug-02 12:00,173.04083,-7.99168,19.954,94.88493,-20.4041
56872.5,2014-Aug-03 12:00,173.67808,-8.12877,19.955,94.95388,-20.4945
56873.5,2014-Aug-04 12:00,174.31598,-8.26647,19.955,95.02211,-20.5795
56874.5,2014-Aug-05 12:00,174.95452,-8.40474,19.956,95.08976,-20.6589
56875.5,2014-Aug-06 12:00,175.59372,-8.54354,19.956,95.15706,-20.7329
56876.5,2014-Aug-07 12:00,176.23356,-8.68283,19.956,95.22432,-20.8014
56877.5,2014-Aug-08 12:00,176.87407,-8.82259,19.956,95.29192,-20.8646
56878.5,2014-Aug-09 12:00,177.51525,-8.96276,19.956,95.36035,-20.9226
56879.5,2014-Aug-10 12:00,178.15711,-9.10333,19.956,95.43011,-20.9755
56880.5,2014-Aug-11 12:00,178.79966,-9.24425,19.956,95.50165,-21.0235
56881.5,2014-Aug-12 12:00,179.44293,-9.3855,19.956,95.57528,-21.0668
56882.5,2014-Aug-13 12:00,180.08694,-9.52704,19.956,95.65116,-21.1055
56883.5,2014-Aug-14 12:00,180.7317,-9.66884,19.955,95.72926,-21.1395
56884.5,2014-Aug-15 12:00,181.37724,-9.81087,19.955,95.80941,-21.1688
56885.5,2014-Aug-16 12:00,182.02358,-9.95311,19.954,95.89141,-21.1935
56886.5,2014-Aug-17 12:00,182.67073,-10.09551,19.954,95.97501,-21.2133
56887.5,2014-Aug-18 12:00,183.3187,-10.23804,19.953,96.05998,-21.2282
56888.5,2014-Aug-19 12:00,183.96752,-10.38068,19.952,96.1461,-21.2381
56889.5,2014-Aug-20 12:00,184.61718,-10.52339,19.951,96.2332,-21.2429
56890.5,2014-Aug-21 12:00,185.26772,-10.66612,19.95,96.32113,-21.2425
56891.5,2014-Aug-22 12:00,185.91912,-10.80886,19.949,96.40974,-21.2368
56892.5,2014-Aug-23 12:00,186.57142,-10.95157,19.948,96.49892,-21.2259
56893.5,2014-Aug-24 12:00,187.2246,-11.0942,19.947,96.58853,-21.2095
56894.5,2014-Aug-25 12:00,187.87868,-11.23672,19.946,96.67849,-21.1876
56895.5,2014-Aug-26 12:00,188.53368,-11.37909,19.944,96.7687,-21.1602
56896.5,2014-Aug-27 12:00,189.18958,-11.52129,19.943,96.85909,-21.1272
56897.5,2014-Aug-28 12:00,189.84641,-11.66326,19.941,96.94958,-21.0885
56898.5,2014-Aug-29 12:00,190.50415,-11.80497,19.94,97.04015,-21.0442
56899.5,2014-Aug-30 12:00,191.16283,-11.94639,19.938,97.13077,-20.9941
56900.5,2014-Aug-31 12:00,191.82244,-12.08747,19.936,97.22145,-20.9382
56901.5,2014-Sep-01 12:00,192.483,-12.22818,19.934,97.31224,-20.8765
56902.5,2014-Sep-02 12:00,193.14449,-12.36848,19.932,97.40321,-20.809
56903.5,2014-Sep-03 12:00,193.80694,-12.50832,19.93,97.4945,-20.7357
56904.5,2014-Sep-04 12:00,194.47034,-12.64768,19.928,97.58631,-20.6568
56905.5,2014-Sep-05 12:00,195.13471,-12.7865,19.925,97.67895,-20.5721
56906.5,2014-Sep-06 12:00,195.80005,-12.92477,19.923,97.77277,-20.4819
56907.5,2014-Sep-07 12:00,196.46639,-13.06242,19.921,97.86822,-20.3862
56908.5,2014-Sep-08 12:00,197.13373,-13.19944,19.918,97.96569,-20.2853
56909.5,2014-Sep-09 12:00,197.80209,-13.33579,19.915,98.06555,-20.1792
56910.5,2014-Sep-10 12:00,198.4715,-13.47143,19.913,98.16799,-20.068
56911.5,2014-Sep-11 12:00,199.14197,-13.60633,19.91,98.27308,-19.9517
56912.5,2014-Sep-12 12:00,199.81353,-13.74045,19.907,98.3807,-19.8304
56913.5,2014-Sep-13 12:00,200.48619,-13.87376,19.904,98.49068,-19.704
56914.5,2014-Sep-14 12:00,201.15998,-14.00623,19.901,98.60278,-19.5724
56915.5,2014-Sep-15 12:00,201.83492,-14.13782,19.898,98.71673,-19.4357
56916.5,2014-Sep-16 12:00,202.511,-14.2685,19.895,98.83231,-19.2936
56917.5,2014-Sep-17 12:00,203.18826,-14.39823,19.891,98.94932,-19.1462
56918.5,2014-Sep-18 12:00,203.86669,-14.52697,19.888,99.06755,-18.9933
56919.5,2014-Sep-19 12:00,204.54631,-14.65469,19.885,99.18685,-18.835
56920.5,2014-Sep-20 12:00,205.22713,-14.78136,19.881,99.30705,-18.6711
56921.5,2014-Sep-21 12:00,205.90916,-14.90692,19.877,99.428,-18.5016
56922.5,2014-Sep-22 12:00,206.59239,-15.03135,19.874,99.54953,-18.3265
56923.5,2014-Sep-23 12:00,207.27684,-15.15461,19.87,99.67149,-18.1456
56924.5,2014-Sep-24 12:00,207.96251,-15.27666,19.866,99.79373,-17.9591
56925.5,2014-Sep-25 12:00,208.64941,-15.39746,19.862,99.91611,-17.7667
56926.5,2014-Sep-26 12:00,209.33752,-15.51698,19.858,100.0385,-17.5685
56927.5,2014-Sep-27 12:00,210.02686,-15.63516,19.854,100.1608,-17.3645
56928.5,2014-Sep-28 12:00,210.71742,-15.75199,19.849,100.283,-17.1546
56929.5,2014-Sep-29 12:00,211.4092,-15.8674,19.845,100.4051,-16.9388
56930.5,2014-Sep-30 12:00,212.1022,-15.98137,19.841,100.527,-16.7172
56931.5,2014-Oct-01 12:00,212.79642,-16.09386,19.836,100.6488,-16.4897
56932.5,2014-Oct-02 12:00,213.49185,-16.20483,19.832,100.7707,-16.2565
56933.5,2014-Oct-03 12:00,214.1885,-16.31423,19.827,100.8929,-16.0176
56934.5,2014-Oct-04 12:00,214.88637,-16.42204,19.822,101.0157,-15.7731
56935.5,2014-Oct-05 12:00,215.58547,-16.5282,19.817,101.1394,-15.523
56936.5,2014-Oct-06 12:00,216.28579,-16.6327,19.812,101.2643,-15.2675
56937.5,2014-Oct-07 12:00,216.98734,-16.73549,19.807,101.3907,-15.0067
56938.5,2014-Oct-08 12:00,217.69014,-16.83653,19.802,101.519,-14.7407
56939.5,2014-Oct-09 12:00,218.39419,-16.93579,19.797,101.6492,-14.4695
56940.5,2014-Oct-10 12:00,219.09951,-17.03324,19.792,101.7813,-14.1932
56941.5,2014-Oct-11 12:00,219.8061,-17.12884,19.786,101.9151,-13.9118
56942.5,2014-Oct-12 12:00,220.51398,-17.22256,19.781,102.0504,-13.6252
56943.5,2014-Oct-13 12:00,221.22314,-17.31437,19.775,102.187,-13.3334
56944.5,2014-Oct-14 12:00,221.9336,-17.40422,19.77,102.3247,-13.0364
56945.5,2014-Oct-15 12:00,222.64535,-17.49208,19.764,102.4632,-12.7342
56946.5,2014-Oct-16 12:00,223.35839,-17.57792,19.758,102.6023,-12.4268
56947.5,2014-Oct-17 12:00,224.07273,-17.66171,19.752,102.7418,-12.1141
56948.5,2014-Oct-18 12:00,224.78835,-17.7434,19.746,102.8814,-11.796
56949.5,2014-Oct-19 12:00,225.50526,-17.82296,19.74,103.0211,-11.4727
56950.5,2014-Oct-20 12:00,226.22345,-17.90036,19.734,103.1606,-11.1441
56951.5,2014-Oct-21 12:00,226.94291,-17.97556,19.728,103.2996,-10.8102
56952.5,2014-Oct-22 12:00,227.66363,-18.04852,19.722,103.4381,-10.4709
56953.5,2014-Oct-23 12:00,228.3856,-18.11922,19.715,103.5757,-10.1264
56954.5,2014-Oct-24 12:00,229.10881,-18.1876,19.709,103.7124,-9.77652
56955.5,2014-Oct-25 12:00,229.83323,-18.25365,19.702,103.8478,-9.42136
56956.5,2014-Oct-26 12:00,230.55886,-18.31731,19.696,103.9819,-9.06093
56957.5,2014-Oct-27 12:00,231.28567,-18.37857,19.689,104.1145,-8.69527
56958.5,2014-Oct-28 12:00,232.01365,-18.43737,19.682,104.2458,-8.32445
56959.5,2014-Oct-29 12:00,232.74278,-18.4937,19.675,104.3755,-7.94853
56960.5,2014-Oct-30 12:00,233.47303,-18.5475,19.668,104.504,-7.56758
56961.5,2014-Oct-31 12:00,234.2044,-18.59876,19.661,104.6314,-7.18172
56962.5,2014-Nov-01 12:00,234.93686,-18.64743,19.654,104.7579,-6.79104
56963.5,2014-Nov-02 12:00,235.6704,-18.69349,19.647,104.8837,-6.39564
56964.5,2014-Nov-03 12:00,236.40501,-18.73691,19.64,105.0092,-5.99564
56965.5,2014-Nov-04 12:00,237.14068,-18.77765,19.632,105.1346,-5.59115
56966.5,2014-Nov-05 12:00,237.87738,-18.81568,19.625,105.2601,-5.18226
56967.5,2014-Nov-06 12:00,238.61512,-18.85097,19.618,105.3859,-4.76905
56968.5,2014-Nov-07 12:00,239.35389,-18.8835,19.61,105.5121,-4.35162
56969.5,2014-Nov-08 12:00,240.09367,-18.91324,19.603,105.6385,-3.93001
56970.5,2014-Nov-09 12:00,240.83446,-18.94015,19.595,105.7651,-3.50429
56971.5,2014-Nov-10 12:00,241.57625,-18.96422,19.587,105.8916,-3.07449
56972.5,2014-Nov-11 12:00,242.31901,-18.98541,19.579,106.0178,-2.64066
56973.5,2014-Nov-12 12:00,243.06274,-19.0037,19.571,106.1436,-2.20285
56974.5,2014-Nov-13 12:00,243.80742,-19.01906,19.564,106.2686,-1.76109
56975.5,2014-Nov-14 12:00,244.55303,-19.03147,19.556,106.3926,-1.31544
56976.5,2014-Nov-15 12:00,245.29955,-19.04089,19.548,106.5156,-0.86595
56977.5,2014-Nov-16 12:00,246.04696,-19.0473,19.54,106.6372,-0.41269
56978.5,2014-Nov-17 12:00,246.79524,-19.05068,19.531,106.7573,0.044294
56979.5,2014-Nov-18 12:00,247.54435,-19.051,19.523,106.8757,0.504921
56980.5,2014-Nov-19 12:00,248.29428,-19.04824,19.515,106.9922,0.969127
56981.5,2014-Nov-20 12:00,249.04499,-19.04238,19.507,107.1064,1.436837
56982.5,2014-Nov-21 12:00,249.79646,-19.03338,19.498,107.2182,1.907973
56983.5,2014-Nov-22 12:00,250.54865,-19.02123,19.49,107.3274,2.382447
56984.5,2014-Nov-23 12:00,251.30153,-19.00591,19.482,107.4336,2.860163
56985.5,2014-Nov-24 12:00,252.05506,-18.98739,19.473,107.5369,3.34101
56986.5,2014-Nov-25 12:00,252.80921,-18.96565,19.465,107.637,3.824868
56987.5,2014-Nov-26 12:00,253.56394,-18.94067,19.457,107.7341,4.311607
56988.5,2014-Nov-27 12:00,254.31921,-18.91244,19.448,107.8282,4.801091
56989.5,2014-Nov-28 12:00,255.07499,-18.88093,19.44,107.9196,5.29318
56990.5,2014-Nov-29 12:00,255.83126,-18.84614,19.432,108.0085,5.787735
56991.5,2014-Nov-30 12:00,256.58796,-18.80803,19.424,108.0952,6.284623
56992.5,2014-Dec-01 12:00,257.34509,-18.7666,19.415,108.1799,6.783711
56993.5,2014-Dec-02 12:00,258.1026,-18.72183,19.407,108.263,7.284875
56994.5,2014-Dec-03 12:00,258.86047,-18.6737,19.399,108.3446,7.787994
56995.5,2014-Dec-04 12:00,259.61869,-18.62221,19.391,108.4249,8.29295
56996.5,2014-Dec-05 12:00,260.37722,-18.56735,19.383,108.5041,8.799631
56997.5,2014-Dec-06 12:00,261.13604,-18.50909,19.376,108.5821,9.307927
56998.5,2014-Dec-07 12:00,261.89513,-18.44744,19.368,108.6589,9.81773
56999.5,2014-Dec-08 12:00,262.65448,-18.38237,19.361,108.7345,10.32893
57000.5,2014-Dec-09 12:00,263.41404,-18.31389,19.353,108.8087,10.84142
57001.5,2014-Dec-10 12:00,264.17381,-18.24198,19.346,108.8814,11.3551
57002.5,2014-Dec-11 12:00,264.93374,-18.16663,19.339,108.9523,11.86985
57003.5,2014-Dec-12 12:00,265.69383,-18.08784,19.333,109.0214,12.38555
57004.5,2014-Dec-13 12:00,266.45404,-18.0056,19.327,109.0884,12.90209
57005.5,2014-Dec-14 12:00,267.21434,-17.91991,19.321,109.1533,13.41936
57006.5,2014-Dec-15 12:00,267.9747,-17.83076,19.315,109.2159,13.93723
57007.5,2014-Dec-16 12:00,268.7351,-17.73814,19.31,109.276,14.45557
57008.5,2014-Dec-17 12:00,269.4955,-17.64206,19.305,109.3335,14.97425
57009.5,2014-Dec-18 12:00,270.25587,-17.5425,19.3,109.3881,15.49315
57010.5,2014-Dec-19 12:00,271.01618,-17.43948,19.296,109.4396,16.01212
57011.5,2014-Dec-20 12:00,271.77639,-17.33299,19.292,109.4877,16.531
57012.5,2014-Dec-21 12:00,272.53647,-17.22302,19.288,109.5323,17.04964
57013.5,2014-Dec-22 12:00,273.29639,-17.10959,19.286,109.573,17.56787
57014.5,2014-Dec-23 12:00,274.05609,-16.9927,19.283,109.6099,18.08552
57015.5,2014-Dec-24 12:00,274.81555,-16.87234,19.281,109.643,18.6024
57016.5,2014-Dec-25 12:00,275.57472,-16.74853,19.279,109.6723,19.11836
57017.5,2014-Dec-26 12:00,276.33358,-16.62127,19.278,109.6982,19.63324
57018.5,2014-Dec-27 12:00,277.09209,-16.49057,19.277,109.7209,20.14689
57019.5,2014-Dec-28 12:00,277.85022,-16.35643,19.277,109.7408,20.65918
57020.5,2014-Dec-29 12:00,278.60794,-16.21887,19.277,109.7582,21.17
57021.5,2014-Dec-30 12:00,279.36523,-16.07789,19.277,109.7735,21.67923
57022.5,2014-Dec-31 12:00,280.12207,-15.93351,19.278,109.7868,22.18675
57023.5,2015-Jan-01 12:00,280.87843,-15.78574,19.279,109.7985,22.69246
57024.5,2015-Jan-02 12:00,281.6343,-15.63459,19.281,109.8086,23.19625
57025.5,2015-Jan-03 12:00,282.38967,-15.48007,19.283,109.8174,23.698
57026.5,2015-Jan-04 12:00,283.14451,-15.32219,19.285,109.8248,24.19761
57027.5,2015-Jan-05 12:00,283.89881,-15.16098,19.287,109.8308,24.69496
57028.5,2015-Jan-06 12:00,284.65256,-14.99644,19.289,109.8355,25.18994
57029.5,2015-Jan-07 12:00,285.40574,-14.8286,19.292,109.8388,25.68241
57030.5,2015-Jan-08 12:00,286.15834,-14.65746,19.295,109.8407,26.17227
57031.5,2015-Jan-09 12:00,286.91034,-14.48305,19.298,109.841,26.65939
57032.5,2015-Jan-10 12:00,287.66173,-14.30539,19.301,109.8397,27.14364
57033.5,2015-Jan-11 12:00,288.4125,-14.12448,19.304,109.8366,27.62489
57034.5,2015-Jan-12 12:00,289.16263,-13.94037,19.308,109.8317,28.10303
57035.5,2015-Jan-13 12:00,289.9121,-13.75305,19.311,109.825,28.57791
57036.5,2015-Jan-14 12:00,290.66091,-13.56257,19.315,109.8161,29.0494
57037.5,2015-Jan-15 12:00,291.40903,-13.36893,19.319,109.8051,29.51736
57038.5,2015-Jan-16 12:00,292.15645,-13.17217,19.322,109.7917,29.98165
57039.5,2015-Jan-17 12:00,292.90316,-12.9723,19.326,109.7757,30.4421
57040.5,2015-Jan-18 12:00,293.64913,-12.76936,19.33,109.7569,30.89853
57041.5,2015-Jan-19 12:00,294.39434,-12.56337,19.334,109.735,31.35077
57042.5,2015-Jan-20 12:00,295.13879,-12.35436,19.338,109.7099,31.7986
57043.5,2015-Jan-21 12:00,295.88244,-12.14236,19.342,109.6816,32.24185
57044.5,2015-Jan-22 12:00,296.62528,-11.9274,19.346,109.65,32.68035
57045.5,2015-Jan-23 12:00,297.36728,-11.70952,19.349,109.6155,33.11396
57046.5,2015-Jan-24 12:00,298.10845,-11.48874,19.353,109.5784,33.54258
57047.5,2015-Jan-25 12:00,298.84876,-11.2651,19.357,109.5392,33.96612
57048.5,2015-Jan-26 12:00,299.5882,-11.03863,19.361,109.4982,34.38453
57049.5,2015-Jan-27 12:00,300.32678,-10.80937,19.365,109.4558,34.79776
57050.5,2015-Jan-28 12:00,301.06448,-10.57735,19.369,109.4123,35.20574
57051.5,2015-Jan-29 12:00,301.80131,-10.3426,19.372,109.3679,35.60843
