mjd,datetime_str,RA,DEC,V,RA_rate,DEC_rate
57412.5,2016-Jan-25 12:00,137.41269,-28.46498,17.822,-50.433,-28.8495
57413.5,2016-Jan-26 12:00,137.04094,-28.64575,17.813,-51.2255,-26.9336
57414.5,2016-Jan-27 12:00,136.66316,-28.81374,17.804,-51.9449,-24.9846
57415.5,2016-Jan-28 12:00,136.27992,-28.96875,17.796,-52.5882,-23.0053
57416.5,2016-Jan-29 12:00,135.89184,-29.11059,17.788,-53.1527,-20.9986
57417.5,2016-Jan-30 12:00,135.49956,-29.2391,17.781,-53.6357,-18.9678
57418.5,2016-Jan-31 12:00,135.10373,-29.35414,17.774,-54.0349,-16.9163
57419.5,2016-Feb-01 12:00,134.70504,-29.45559,17.768,-54.3481,-14.8478
57420.5,2016-Feb-02 12:00,134.30419,-29.54335,17.763,-54.5733,-12.7659
57421.5,2016-Feb-03 12:00,133.9019,-29.61736,17.759,-54.7087,-10.6746
57422.5,2016-Feb-04 12:00,133.49891,-29.67757,17.755,-54.7528,-8.57817
57423.5,2016-Feb-05 12:00,133.09596,-29.72396,17.752,-54.7042,-6.48076
57424.5,2016-Feb-06 12:00,132.69381,-29.75656,17.75,-54.5618,-4.38696
57425.5,2016-Feb-07 12:00,132.29322,-29.7754,17.748,-54.3248,-2.30149
57426.5,2016-Feb-08 12:00,131.89497,-29.78057,17.747,-53.993,-0.2293
57427.5,2016-Feb-09 12:00,131.49983,-29.77216,17.747,-53.5668,1.824609
57428.5,2016-Feb-10 12:00,131.10854,-29.75033,17.747,-53.0473,3.855264
57429.5,2016-Feb-11 12:00,130.72187,-29.71524,17.748,-52.4367,5.857944
57430.5,2016-Feb-12 12:00,130.34052,-29.66709,17.75,-51.7375,7.828319
57431.5,2016-Feb-13 12:00,129.9652,-29.60612,17.753,-50.953,9.762556
57432.5,2016-Feb-14 12:00,129.59657,-29.53258,17.756,-50.0867,11.65733
57433.5,2016-Feb-15 12:00,129.23527,-29.44674,17.76,-49.1423,13.5098
57434.5,2016-Feb-16 12:00,128.88189,-29.34889,17.765,-48.1236,15.31752
57435.5,2016-Feb-17 12:00,128.537,-29.23933,17.77,-47.0342,17.07838
57436.5,2016-Feb-18 12:00,128.20112,-29.11839,17.776,-45.8776,18.79056
57437.5,2016-Feb-19 12:00,127.87477,-28.98639,17.782,-44.6571,20.45244
57438.5,2016-Feb-20 12:00,127.55841,-28.84366,17.79,-43.3761,22.0626
57439.5,2016-Feb-21 12:00,127.25247,-28.69056,17.797,-42.0376,23.6198
57440.5,2016-Feb-22 12:00,126.95737,-28.52743,17.806,-40.6447,25.12287
57441.5,2016-Feb-23 12:00,126.67349,-28.35464,17.815,-39.2002,26.5708
57442.5,2016-Feb-24 12:00,126.40117,-28.17255,17.824,-37.707,27.96265
57443.5,2016-Feb-25 12:00,126.14075,-27.98154,17.834,-36.1679,29.29759
57444.5,2016-Feb-26 12:00,125.89253,-27.78198,17.845,-34.5858,30.57488
57445.5,2016-Feb-27 12:00,125.65678,-27.57426,17.856,-32.9633,31.7939
57446.5,2016-Feb-28 12:00,125.43375,-27.35875,17.867,-31.3032,32.95417
57447.5,2016-Feb-29 12:00,125.22366,-27.13585,17.879,-29.6084,34.05534
57448.5,2016-Mar-01 12:00,125.02672,-26.90595,17.891,-27.8816,35.09718
57449.5,2016-Mar-02 12:00,124.84309,-26.66943,17.904,-26.1253,36.07959
57450.5,2016-Mar-03 12:00,124.67293,-26.42668,17.917,-24.3423,37.00255
57451.5,2016-Mar-04 12:00,124.51637,-26.1781,17.931,-22.5349,37.86611
57452.5,2016-Mar-05 12:00,124.37353,-25.92408,17.945,-20.7057,38.67032
57453.5,2016-Mar-06 12:00,124.24448,-25.665,17.959,-18.857,39.41523
57454.5,2016-Mar-07 12:00,124.12931,-25.40126,17.974,-16.9915,40.10091
57455.5,2016-Mar-08 12:00,124.02805,-25.13324,17.989,-15.1121,40.72749
57456.5,2016-Mar-09 12:00,123.94074,-24.86132,18.004,-13.2218,41.29524
57457.5,2016-Mar-10 12:00,123.86737,-24.5859,18.019,-11.3243,41.80479
57458.5,2016-Mar-11 12:00,123.80792,-24.30736,18.035,-9.42341,42.25716
57459.5,2016-Mar-12 12:00,123.76233,-24.02605,18.051,-7.52285,42.65382
57460.5,2016-Mar-13 12:00,123.73052,-23.74235,18.067,-5.62626,42.99663
57461.5,2016-Mar-14 12:00,123.71238,-23.4566,18.084,-3.73682,43.28768
57462.5,2016-Mar-15 12:00,123.7078,-23.16913,18.1,-1.85723,43.52922
57463.5,2016-Mar-16 12:00,123.71663,-22.88026,18.117,0.010239,43.72349
57464.5,2016-Mar-17 12:00,123.73871,-22.59029,18.134,1.863736,43.87267
57465.5,2016-Mar-18 12:00,123.77388,-22.29951,18.151,3.701739,43.97888
57466.5,2016-Mar-19 12:00,123.82197,-22.00819,18.168,5.522996,44.0441
57467.5,2016-Mar-20 12:00,123.8828,-21.71661,18.185,7.32648,44.07025
57468.5,2016-Mar-21 12:00,123.95619,-21.425,18.202,9.111351,44.05912
57469.5,2016-Mar-22 12:00,124.04195,-21.1336,18.219,10.87693,44.01242
57470.5,2016-Mar-23 12:00,124.13989,-20.84266,18.237,12.62269,43.93175
57471.5,2016-Mar-24 12:00,124.24982,-20.55237,18.254,14.34818,43.81861
57472.5,2016-Mar-25 12:00,124.37157,-20.26295,18.272,16.05308,43.67443
57473.5,2016-Mar-26 12:00,124.50493,-19.9746,18.29,17.73712,43.50054
57474.5,2016-Mar-27 12:00,124.64973,-19.68751,18.307,19.40009,43.2982
57475.5,2016-Mar-28 12:00,124.80577,-19.40186,18.325,21.04184,43.06862
57476.5,2016-Mar-29 12:00,124.97287,-19.11783,18.343,22.66226,42.81291
57477.5,2016-Mar-30 12:00,125.15085,-18.83558,18.36,24.26131,42.53214
57478.5,2016-Mar-31 12:00,125.33953,-18.55528,18.378,25.83898,42.22732
57479.5,2016-Apr-01 12:00,125.53873,-18.27708,18.396,27.39531,41.89934
57480.5,2016-Apr-02 12:00,125.74828,-18.00113,18.413,28.93038,41.54903
57481.5,2016-Apr-03 12:00,125.96799,-17.72757,18.431,30.44422,41.17711
57482.5,2016-Apr-04 12:00,126.19771,-17.45654,18.449,31.93675,40.7842
57483.5,2016-Apr-05 12:00,126.43725,-17.18818,18.466,33.40767,40.37089
57484.5,2016-Apr-06 12:00,126.68645,-16.92263,18.484,34.85636,39.93781
57485.5,2016-Apr-07 12:00,126.94514,-16.66,18.501,36.28191,39.48571
57486.5,2016-Apr-08 12:00,127.21313,-16.40043,18.519,37.68309,39.01555
57487.5,2016-Apr-09 12:00,127.49024,-16.14402,18.536,39.05865,38.52854
57488.5,2016-Apr-10 12:00,127.77626,-15.89089,18.554,40.40745,38.02609
57489.5,2016-Apr-11 12:00,128.07101,-15.64113,18.571,41.72866,37.50971
57490.5,2016-Apr-12 12:00,128.37428,-15.39483,18.588,43.02184,36.98087
57491.5,2016-Apr-13 12:00,128.68587,-15.15206,18.605,44.28688,36.44096
57492.5,2016-Apr-14 12:00,129.00558,-14.9129,18.622,45.52395,35.89124
57493.5,2016-Apr-15 12:00,129.3332,-14.6774,18.639,46.73341,35.33282
57494.5,2016-Apr-16 12:00,129.66856,-14.44562,18.656,47.91574,34.76668
57495.5,2016-Apr-17 12:00,130.01145,-14.21761,18.672,49.07147,34.19371
57496.5,2016-Apr-18 12:00,130.3617,-13.99341,18.689,50.20119,33.61467
57497.5,2016-Apr-19 12:00,130.71913,-13.77305,18.706,51.30552,33.03027
57498.5,2016-Apr-20 12:00,131.08356,-13.55658,18.722,52.38511,32.44115
57499.5,2016-Apr-21 12:00,131.45483,-13.34402,18.738,53.44061,31.84787
57500.5,2016-Apr-22 12:00,131.83277,-13.1354,18.754,54.4727,31.25094
57501.5,2016-Apr-23 12:00,132.21723,-12.93074,18.771,55.48209,30.65081
57502.5,2016-Apr-24 12:00,132.60807,-12.73006,18.787,56.46946,30.04787
57503.5,2016-Apr-25 12:00,133.00512,-12.53337,18.802,57.4355,29.44246
57504.5,2016-Apr-26 12:00,133.40826,-12.3407,18.818,58.38092,28.83487
57505.5,2016-Apr-27 12:00,133.81735,-12.15206,18.834,59.30637,28.22536
57506.5,2016-Apr-28 12:00,134.23225,-11.96745,18.849,60.21252,27.61414
57507.5,2016-Apr-29 12:00,134.65285,-11.7869,18.865,61.10001,27.00136
57508.5,2016-Apr-30 12:00,135.07902,-11.61041,18.88,61.96945,26.38716
57509.5,2016-May-01 12:00,135.51064,-11.43799,18.895,62.82136,25.7716
57510.5,2016-May-02 12:00,135.94761,-11.26965,18.91,63.65619,25.15474
57511.5,2016-May-03 12:00,136.38981,-11.1054,18.925,64.47418,24.53662
57512.5,2016-May-04 12:00,136.83714,-10.94525,18.94,65.27533,23.91732
57513.5,2016-May-05 12:00,137.28949,-10.78921,18.955,66.05937,23.297
57514.5,2016-May-06 12:00,137.74674,-10.63728,18.969,66.8258,22.67601
57515.5,2016-May-07 12:00,138.20878,-10.48946,18.984,67.57397,22.05481
57516.5,2016-May-08 12:00,138.67548,-10.34576,18.998,68.30325,21.43405
57517.5,2016-May-09 12:00,139.14674,-10.20617,19.012,69.01322,20.81443
57518.5,2016-May-10 12:00,139.62241,-10.07069,19.026,69.7037,20.19665
57519.5,2016-May-11 12:00,140.10238,-9.93929,19.04,70.37481,19.58134
57520.5,2016-May-12 12:00,140.58653,-9.81196,19.054,71.02688,18.96906
57521.5,2016-May-13 12:00,141.07472,-9.68869,19.067,71.6604,18.36024
57522.5,2016-May-14 12:00,141.56685,-9.56944,19.081,72.27593,17.75522
57523.5,2016-May-15 12:00,142.0628,-9.45419,19.094,72.87407,17.15429
57524.5,2016-May-16 12:00,142.56247,-9.34291,19.107,73.45542,16.55767
57525.5,2016-May-17 12:00,143.06574,-9.23558,19.12,74.02059,15.96557
57526.5,2016-May-18 12:00,143.57252,-9.13217,19.133,74.57018,15.37814
57527.5,2016-May-19 12:00,144.08271,-9.03264,19.146,75.10479,14.7955
57528.5,2016-May-20 12:00,144.59622,-8.93696,19.158,75.62504,14.21777
57529.5,2016-May-21 12:00,145.11296,-8.8451,19.171,76.13154,13.64501
57530.5,2016-May-22 12:00,145.63284,-8.75704,19.183,76.62494,13.07728
57531.5,2016-May-23 12:00,146.15579,-8.67272,19.196,77.10586,12.51457
57532.5,2016-May-24 12:00,146.68173,-8.59213,19.208,77.57495,11.95687
57533.5,2016-May-25 12:00,147.21059,-8.51523,19.22,78.03284,11.40415
57534.5,2016-May-26 12:00,147.7423,-8.44199,19.232,78.48013,10.85632
57535.5,2016-May-27 12:00,148.2768,-8.37237,19.243,78.91737,10.3133
57536.5,2016-May-28 12:00,148.81402,-8.30635,19.255,79.34511,9.774985
57537.5,2016-May-29 12:00,149.35392,-8.24389,19.266,79.76377,9.241266
57538.5,2016-May-30 12:00,149.89643,-8.18497,19.278,80.17373,8.71203
57539.5,2016-May-31 12:00,150.44151,-8.12956,19.289,80.57518,8.187185
57540.5,2016-Jun-01 12:00,150.98909,-8.07762,19.3,80.96819,7.666683
57541.5,2016-Jun-02 12:00,151.53915,-8.02913,19.311,81.3526,7.150545
57542.5,2016-Jun-03 12:00,152.0916,-7.98406,19.322,81.72808,6.638893
57543.5,2016-Jun-04 12:00,152.64642,-7.94239,19.332,82.09417,6.131956
57544.5,2016-Jun-05 12:00,153.20352,-7.90407,19.343,82.45037,5.63006
57545.5,2016-Jun-06 12:00,153.76285,-7.86908,19.353,82.79627,5.133587
57546.5,2016-Jun-07 12:00,154.32435,-7.83738,19.364,83.13163,4.642922
57547.5,2016-Jun-08 12:00,154.88795,-7.80893,19.374,83.45641,4.158412
57548.5,2016-Jun-09 12:00,155.45358,-7.78368,19.384,83.77077,3.680336
57549.5,2016-Jun-10 12:00,156.02118,-7.7616,19.394,84.075,3.2089
57550.5,2016-Jun-11 12:00,156.59068,-7.74264,19.403,84.36947,2.744247
57551.5,2016-Jun-12 12:00,157.16204,-7.72676,19.413,84.65461,2.286469
57552.5,2016-Jun-13 12:00,157.73518,-7.7139,19.423,84.93085,1.835625
57553.5,2016-Jun-14 12:00,158.31007,-7.70403,19.432,85.19862,1.391748
57554.5,2016-Jun-15 12:00,158.88664,-7.6971,19.441,85.45834,0.954856
57555.5,2016-Jun-16 12:00,159.46485,-7.69306,19.45,85.71044,0.524953
57556.5,2016-Jun-17 12:00,160.04465,-7.69187,19.459,85.95534,0.102025
57557.5,2016-Jun-18 12:00,160.62601,-7.69348,19.468,86.19351,-0.31396
57558.5,2016-Jun-19 12:00,161.20887,-7.69784,19.477,86.42541,-0.72304
57559.5,2016-Jun-20 12:00,161.79322,-7.70492,19.485,86.65153,-1.12531
57560.5,2016-Jun-21 12:00,162.37901,-7.71466,19.494,86.87241,-1.52085
57561.5,2016-Jun-22 12:00,162.96621,-7.72701,19.502,87.08854,-1.9098
57562.5,2016-Jun-23 12:00,163.5548,-7.74195,19.51,87.30045,-2.29229
57563.5,2016-Jun-24 12:00,164.14476,-7.75942,19.519,87.50861,-2.66849
57564.5,2016-Jun-25 12:00,164.73607,-7.77939,19.527,87.71343,-3.03854
57565.5,2016-Jun-26 12:00,165.32871,-7.80182,19.534,87.91526,-3.40261
57566.5,2016-Jun-27 12:00,165.92266,-7.82665,19.542,88.11435,-3.76082
57567.5,2016-Jun-28 12:00,166.51792,-7.85387,19.55,88.31083,-4.11327
57568.5,2016-Jun-29 12:00,167.11446,-7.88343,19.557,88.50469,-4.46003
57569.5,2016-Jun-30 12:00,167.71228,-7.91528,19.565,88.6958,-4.80108
57570.5,2016-Jul-01 12:00,168.31136,-7.94941,19.572,88.88389,-5.13637
57571.5,2016-Jul-02 12:00,168.91168,-7.98576,19.579,89.0686,-5.46576
57572.5,2016-Jul-03 12:00,169.51323,-8.02429,19.586,89.24951,-5.78906
57573.5,2016-Jul-04 12:00,170.11598,-8.06497,19.593,89.42625,-6.10603
57574.5,2016-Jul-05 12:00,170.7199,-8.10776,19.6,89.59851,-6.41644
57575.5,2016-Jul-06 12:00,171.32497,-8.1526,19.607,89.76615,-6.72008
57576.5,2016-Jul-07 12:00,171.93116,-8.19945,19.613,89.92912,-7.01677
57577.5,2016-Jul-08 12:00,172.53845,-8.24828,19.62,90.08752,-7.30641
57578.5,2016-Jul-09 12:00,173.14681,-8.29902,19.626,90.24155,-7.5889
57579.5,2016-Jul-10 12:00,173.75622,-8.35163,19.632,90.39145,-7.86423
57580.5,2016-Jul-11 12:00,174.36664,-8.40607,19.638,90.53747,-8.13238
57581.5,2016-Jul-12 12:00,174.97807,-8.46228,19.644,90.67988,-8.39336
57582.5,2016-Jul-13 12:00,175.59048,-8.52023,19.65,90.81897,-8.64721
57583.5,2016-Jul-14 12:00,176.20386,-8.57986,19.656,90.955,-8.89395
57584.5,2016-Jul-15 12:00,176.81818,-8.64112,19.661,91.08825,-9.13362
57585.5,2016-Jul-16 12:00,177.43344,-8.70397,19.667,91.21902,-9.36627
57586.5,2016-Jul-17 12:00,178.04962,-8.76837,19.672,91.34764,-9.59197
57587.5,2016-Jul-18 12:00,178.66672,-8.83426,19.678,91.47447,-9.81081
57588.5,2016-Jul-19 12:00,179.28473,-8.9016,19.683,91.59991,-10.0229
57589.5,2016-Jul-20 12:00,179.90364,-8.97035,19.688,91.7244,-10.2284
57590.5,2016-Jul-21 12:00,180.52346,-9.04046,19.693,91.84839,-10.4274
57591.5,2016-Jul-22 12:00,181.14418,-9.11189,19.698,91.9723,-10.6201
57592.5,2016-Jul-23 12:00,181.76582,-9.1846,19.703,92.0965,-10.8067
57593.5,2016-Jul-24 12:00,182.38837,-9.25855,19.707,92.22129,-10.9873
57594.5,2016-Jul-25 12:00,183.01184,-9.33371,19.712,92.34684,-11.1621
57595.5,2016-Jul-26 12:00,183.63626,-9.41002,19.716,92.47321,-11.3311
57596.5,2016-Jul-27 12:00,184.26162,-9.48746,19.72,92.60036,-11.4943
57597.5,2016-Jul-28 12:00,184.88793,-9.56598,19.725,92.7281,-11.6518
57598.5,2016-Jul-29 12:00,185.5152,-9.64555,19.729,92.8562,-11.8035
57599.5,2016-Jul-30 12:00,186.14345,-9.72613,19.733,92.98433,-11.9493
57600.5,2016-Jul-31 12:00,186.77266,-9.80767,19.737,93.11212,-12.0891
57601.5,2016-Aug-01 12:00,187.40284,-9.89015,19.74,93.23924,-12.2226
57602.5,2016-Aug-02 12:00,188.03399,-9.9735,19.744,93.36539,-12.3498
57603.5,2016-Aug-03 12:00,188.66611,-10.05771,19.748,93.49032,-12.4706
57604.5,2016-Aug-04 12:00,189.29918,-10.14271,19.751,93.61391,-12.5847
57605.5,2016-Aug-05 12:00,189.93321,-10.22846,19.755,93.7361,-12.6921
57606.5,2016-Aug-06 12:00,190.5682,-10.31493,19.758,93.85691,-12.7927
57607.5,2016-Aug-07 12:00,191.20412,-10.40206,19.761,93.97644,-12.8866
57608.5,2016-Aug-08 12:00,191.84099,-10.48981,19.764,94.0948,-12.9737
57609.5,2016-Aug-09 12:00,192.47879,-10.57814,19.767,94.21214,-13.0541
57610.5,2016-Aug-10 12:00,193.11752,-10.667,19.77,94.32859,-13.1277
57611.5,2016-Aug-11 12:00,193.75719,-10.75634,19.773,94.44432,-13.1947
57612.5,2016-Aug-12 12:00,194.39779,-10.84612,19.775,94.55947,-13.2549
57613.5,2016-Aug-13 12:00,195.03931,-10.9363,19.778,94.67422,-13.3086
57614.5,2016-Aug-14 12:00,195.68177,-11.02684,19.78,94.78877,-13.3557
57615.5,2016-Aug-15 12:00,196.32517,-11.11768,19.783,94.90338,-13.3963
57616.5,2016-Aug-16 12:00,196.9695,-11.20879,19.785,95.01832,-13.4304
57617.5,2016-Aug-17 12:00,197.61478,-11.30012,19.787,95.13396,-13.4583
57618.5,2016-Aug-18 12:00,198.26101,-11.39163,19.789,95.25068,-13.4801
57619.5,2016-Aug-19 12:00,198.90821,-11.48328,19.791,95.3689,-13.4959
57620.5,2016-Aug-20 12:00,199.55639,-11.57504,19.793,95.48898,-13.5058
57621.5,2016-Aug-21 12:00,200.20557,-11.66686,19.795,95.61121,-13.51
57622.5,2016-Aug-22 12:00,200.85576,-11.75871,19.797,95.73576,-13.5086
57623.5,2016-Aug-23 12:00,201.50699,-11.85054,19.798,95.86268,-13.5017
57624.5,2016-Aug-24 12:00,202.15928,-11.94233,19.8,95.99185,-13.4893
57625.5,2016-Aug-25 12:00,202.81263,-12.03403,19.801,96.12309,-13.4713
57626.5,2016-Aug-26 12:00,203.46707,-12.12561,19.803,96.2561,-13.4477
57627.5,2016-Aug-27 12:00,204.12261,-12.21703,19.804,96.39059,-13.4184
57628.5,2016-Aug-28 12:00,204.77926,-12.30825,19.805,96.5262,-13.3833
57629.5,2016-Aug-29 12:00,205.43703,-12.39923,19.806,96.66261,-13.3423
57630.5,2016-Aug-30 12:00,206.09593,-12.48994,19.807,96.79953,-13.2953
57631.5,2016-Aug-31 12:00,206.75596,-12.58032,19.808,96.9367,-13.2422
57632.5,2016-Sep-01 12:00,207.41712,-12.67035,19.809,97.07391,-13.1828
57633.5,2016-Sep-02 12:00,208.07942,-12.75998,19.809,97.21102,-13.1172
57634.5,2016-Sep-03 12:00,208.74286,-12.84916,19.81,97.34794,-13.0453
57635.5,2016-Sep-04 12:00,209.40743,-12.93786,19.811,97.48463,-12.967
57636.5,2016-Sep-05 12:00,210.07314,-13.02603,19.811,97.6211,-12.8825
57637.5,2016-Sep-06 12:00,210.73998,-13.11363,19.811,97.75737,-12.7916
57638.5,2016-Sep-07 12:00,211.40797,-13.20062,19.812,97.89348,-12.6944
57639.5,2016-Sep-08 12:00,212.07708,-13.28695,19.812,98.02948,-12.5909
57640.5,2016-Sep-09 12:00,212.74734,-13.37259,19.812,98.16544,-12.4812
57641.5,2016-Sep-10 12:00,213.41873,-13.45749,19.812,98.30143,-12.3653
57642.5,2016-Sep-11 12:00,214.09126,-13.54162,19.812,98.43754,-12.2433
57643.5,2016-Sep-12 12:00,214.76493,-13.62492,19.812,98.57392,-12.1151
57644.5,2016-Sep-13 12:00,215.43975,-13.70736,19.811,98.71074,-11.9809
57645.5,2016-Sep-14 12:00,216.11571,-13.7889,19.811,98.84827,-11.8408
57646.5,2016-Sep-15 12:00,216.79282,-13.8695,19.811,98.98683,-11.6949
57647.5,2016-Sep-16 12:00,217.4711,-13.94912,19.81,99.12679,-11.5433
57648.5,2016-Sep-17 12:00,218.15054,-14.02773,19.81,99.26854,-11.3861
57649.5,2016-Sep-18 12:00,218.83117,-14.10528,19.809,99.41241,-11.2235
57650.5,2016-Sep-19 12:00,219.513,-14.18175,19.808,99.55861,-11.0556
57651.5,2016-Sep-20 12:00,220.19604,-14.25709,19.808,99.70721,-10.8825
57652.5,2016-Sep-21 12:00,220.88031,-14.33127,19.807,99.85809,-10.704
57653.5,2016-Sep-22 12:00,221.56583,-14.40426,19.806,100.011,-10.5204
57654.5,2016-Sep-23 12:00,222.2526,-14.47601,19.805,100.1658,-10.3314
57655.5,2016-Sep-24 12:00,222.94063,-14.5465,19.804,100.3219,-10.137
57656.5,2016-Sep-25 12:00,223.62993,-14.61569,19.802,100.4791,-9.93714
57657.5,2016-Sep-26 12:00,224.32051,-14.68354,19.801,100.6371,-9.73177
57658.5,2016-Sep-27 12:00,225.01237,-14.75001,19.8,100.7955,-9.52081
57659.5,2016-Sep-28 12:00,225.7055,-14.81507,19.799,100.9541,-9.30421
57660.5,2016-Sep-29 12:00,226.39991,-14.87868,19.797,101.1126,-9.08194
57661.5,2016-Sep-30 12:00,227.09559,-14.94079,19.796,101.2708,-8.85397
57662.5,2016-Oct-01 12:00,227.79253,-15.00138,19.794,101.4287,-8.62029
57663.5,2016-Oct-02 12:00,228.49074,-15.0604,19.792,101.586,-8.3809
57664.5,2016-Oct-03 12:00,229.19019,-15.11781,19.791,101.7426,-8.13583
57665.5,2016-Oct-04 12:00,229.89089,-15.17359,19.789,101.8985,-7.88509
57666.5,2016-Oct-05 12:00,230.59282,-15.22768,19.787,102.0537,-7.62873
57667.5,2016-Oct-06 12:00,231.29598,-15.28005,19.785,102.2081,-7.36679
57668.5,2016-Oct-07 12:00,232.00035,-15.33067,19.783,102.3617,-7.09933
57669.5,2016-Oct-08 12:00,232.70593,-15.37949,19.781,102.5145,-6.8264
57670.5,2016-Oct-09 12:00,233.4127,-15.42649,19.779,102.6665,-6.54807
57671.5,2016-Oct-10 12:00,234.12066,-15.47161,19.777,102.8178,-6.26441
57672.5,2016-Oct-11 12:00,234.82979,-15.51484,19.774,102.9685,-5.97551
57673.5,2016-Oct-12 12:00,235.54008,-15.55613,19.772,103.1187,-5.68146
57674.5,2016-Oct-13 12:00,236.25154,-15.59546,19.77,103.2687,-5.38239
57675.5,2016-Oct-14 12:00,236.96414,-15.63278,19.767,103.4187,-5.0784
57676.5,2016-Oct-15 12:00,237.6779,-15.66806,19.765,103.5693,-4.76965
57677.5,2016-Oct-16 12:00,238.39279,-15.70127,19.762,103.7207,-4.45625
57678.5,2016-Oct-17 12:00,239.10884,-15.73239,19.76,103.8732,-4.13833
57679.5,2016-Oct-18 12:00,239.82603,-15.76137,19.757,104.0269,-3.81595
57680.5,2016-Oct-19 12:00,240.54437,-15.7882,19.754,104.182,-3.48917
57681.5,2016-Oct-20 12:00,241.26387,-15.81284,19.752,104.338,-3.15799
57682.5,2016-Oct-21 12:00,241.98451,-15.83527,19.749,104.4948,-2.82241
57683.5,2016-Oct-22 12:00,242.7063,-15.85544,19.746,104.652,-2.48243
57684.5,2016-Oct-23 12:00,243.42923,-15.87334,19.743,104.8092,-2.13802
57685.5,2016-Oct-24 12:00,244.15329,-15.88893,19.74,104.966,-1.78919
57686.5,2016-Oct-25 12:00,244.87847,-15.90218,19.737,105.1223,-1.43594
57687.5,2016-Oct-26 12:00,245.60476,-15.91307,19.734,105.2776,-1.07829
57688.5,2016-Oct-27 12:00,246.33214,-15.92156,19.731,105.4318,-0.71627
57689.5,2016-Oct-28 12:00,247.06059,-15.92762,19.728,105.5846,-0.34992
57690.5,2016-Oct-29 12:00,247.79011,-15.93123,19.724,105.7358,0.020706
57691.5,2016-Oct-30 12:00,248.52065,-15.93236,19.721,105.8854,0.395547
57692.5,2016-Oct-31 12:00,249.25221,-15.93098,19.718,106.033,0.774532
57693.5,2016-Nov-01 12:00,249.98477,-15.92705,19.714,106.1786,1.15758
57694.5,2016-Nov-02 12:00,250.71829,-15.92056,19.711,106.3221,1.544603
57695.5,2016-Nov-03 12:00,251.45275,-15.91148,19.708,106.4634,1.935502
57696.5,2016-Nov-04 12:00,252.18814,-15.89977,19.704,106.6025,2.330172
57697.5,2016-Nov-05 12:00,252.92442,-15.88543,19.701,106.7393,2.728503
57698.5,2016-Nov-06 12:00,253.66157,-15.86841,19.697,106.8738,3.130377
57699.5,2016-Nov-07 12:00,254.39956,-15.8487,19.694,107.006,3.535671
57700.5,2016-Nov-08 12:00,255.13837,-15.82628,19.69,107.136,3.944253
57701.5,2016-Nov-09 12:00,255.87797,-15.80112,19.686,107.2638,4.355986
57702.5,2016-Nov-10 12:00,256.61834,-15.7732,19.683,107.3897,4.770728
57703.5,2016-Nov-11 12:00,257.35946,-15.74251,19.679,107.5139,5.188331
57704.5,2016-Nov-12 12:00,258.1013,-15.70902,19.675,107.6368,5.608647
57705.5,2016-Nov-13 12:00,258.84385,-15.67271,19.671,107.7587,6.031538
57706.5,2016-Nov-14 12:00,259.58709,-15.63357,19.667,107.8801,6.456878
57707.5,2016-Nov-15 12:00,260.33101,-15.59158,19.664,108.0011,6.884564
57708.5,2016-Nov-16 12:00,261.0756,-15.54673,19.66,108.1219,7.314513
57709.5,2016-Nov-17 12:00,261.82084,-15.499,19.656,108.2424,7.746658
57710.5,2016-Nov-18 12:00,262.56672,-15.44838,19.652,108.3624,8.180943
57711.5,2016-Nov-19 12:00,263.31324,-15.39485,19.648,108.4815,8.61731
57712.5,2016-Nov-20 12:00,264.06036,-15.33839,19.644,108.5995,9.055698
57713.5,2016-Nov-21 12:00,264.80807,-15.279,19.64,108.7159,9.496031
57714.5,2016-Nov-22 12:00,265.55636,-15.21666,19.636,108.8306,9.938226
57715.5,2016-Nov-23 12:00,266.30519,-15.15136,19.632,108.9432,10.38219
57716.5,2016-Nov-24 12:00,267.05454,-15.08308,19.628,109.0535,10.82781
57717.5,2016-Nov-25 12:00,267.80439,-15.01182,19.624,109.1613,11.27499
57718.5,2016-Nov-26 12:00,268.55471,-14.93756,19.62,109.2665,11.7236
57719.5,2016-Nov-27 12:00,269.30546,-14.8603,19.616,109.3688,12.17351
57720.5,2016-Nov-28 12:00,270.05663,-14.78002,19.612,109.4682,12.62459
57721.5,2016-Nov-29 12:00,270.80818,-14.69673,19.608,109.5644,13.07671
57722.5,2016-Nov-30 12:00,271.56008,-14.6104,19.604,109.6575,13.52971
57723.5,2016-Dec-01 12:00,272.31229,-14.52104,19.599,109.7472,13.98344
57724.5,2016-Dec-02 12:00,273.06479,-14.42865,19.595,109.8335,14.43773
57725.5,2016-Dec-03 12:00,273.81755,-14.33321,19.591,109.9164,14.89244
57726.5,2016-Dec-04 12:00,274.57052,-14.23472,19.587,109.9959,15.34737
57727.5,2016-Dec-05 12:00,275.32369,-14.13319,19.583,110.072,15.80238
57728.5,2016-Dec-06 12:00,276.07702,-14.02861,19.579,110.1447,16.25727
57729.5,2016-Dec-07 12:00,276.83047,-13.92099,19.574,110.2143,16.71188
57730.5,2016-Dec-08 12:00,277.58403,-13.81032,19.57,110.2807,17.16603
57731.5,2016-Dec-09 12:00,278.33766,-13.69662,19.566,110.3444,17.61956
57732.5,2016-Dec-10 12:00,279.09133,-13.57987,19.562,110.4056,18.07233
57733.5,2016-Dec-11 12:00,279.84503,-13.4601,19.558,110.4647,18.52419
